vin,wmi,make,model,year,plant,region,verified_by,verified_at,source_type,confidence_cap
AHTEB6GB1DD683631,AHT,Toyota,Corolla,2013,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4562LB315818,1HG,Honda,HR-V,2020,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC6BX165813,AAV,Volkswagen,Golf,2011,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE3SF309831,AFA,Ford,Fiesta,2025,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW129LB566390,ABM,BMW,5 Series,2020,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J0TG477587,AFA,Ford,Fiesta,2026,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91J2A330564,WBA,BMW,X3,2018,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12S0A393531,WBA,BMW,320i,2025,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DBXFC943411,AHT,Toyota,Corolla,2015,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKS4F830998,1FA,Ford,Escape,2025,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW456XHV900062,AAV,Volkswagen,Polo,2017,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW340TM367103,ABM,BMW,3 Series,2026,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51G0K270788,WBA,BMW,X3,2016,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51P5M917912,WBA,BMW,320i,2023,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4562TD364182,1HG,Honda,Civic,2026,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB4EC107012,AHT,Toyota,Corolla,2014,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1235NC995393,1HG,Honda,Accord,2022,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1234ED563007,KMH,Hyundai,Santa Fe,2014,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123455KG221163,AFA,Ford,Focus,2019,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB4JC181004,AHT,Toyota,Yaris,2018,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA123455JF744056,AFA,Ford,Focus,2018,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMC3F441752,1FA,Ford,Mustang,2012,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4565GX808795,AAV,Volkswagen,Golf,2016,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34R9D829976,WA1,Audi,A4,2024,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ012XDD092297,KMH,Hyundai,i30,2013,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB8SD146077,AHT,Toyota,Corolla,2025,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1236PA117700,1HG,Honda,Civic,2023,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678902HF076972,AFA,Ford,Ranger,2017,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW340NM996248,ABM,BMW,3 Series,2022,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKR7K953320,1FA,Ford,F-150,2024,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW784LM624082,ABM,BMW,X3,2020,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55L3F341612,WA1,Audi,Q5,2020,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB6FD960942,AHT,Toyota,Hilux,2015,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0129AA808670,KMH,Hyundai,Tucson,2010,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB2AB321059,AHT,Toyota,Fortuner,2010,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678903MF790359,AFA,Ford,Fiesta,2021,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1231KD222711,KMH,Hyundai,Sonata,2019,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW347RW201898,ABM,BMW,5 Series,2024,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLJ0N592138,1FA,Ford,Explorer,2018,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0127BA706558,KMH,Hyundai,Sonata,2011,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB7RD500907,AHT,Toyota,Fortuner,2024,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKF4N672687,1FA,Ford,Escape,2015,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW122AW290950,ABM,BMW,3 Series,2010,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1233EC539246,1HG,Honda,Accord,2014,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW345HW263346,ABM,BMW,5 Series,2017,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40L96924430,JTD,Toyota,Yaris,2020,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKP7K800790,1FA,Ford,F-150,2023,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THN3F334566,1FA,Ford,Mustang,2022,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1233ED688704,1HG,Honda,Civic,2014,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62E65257966,JTD,Toyota,Yaris,2014,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW781HB570498,ABM,BMW,5 Series,2017,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW789AW845288,ABM,BMW,3 Series,2010,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4569LB369326,1HG,Honda,Civic,2020,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12A5F082022,WBA,BMW,320i,2010,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD456XBA287688,1HG,Honda,Accord,2011,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40F30596007,JTD,Toyota,Yaris,2015,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34L1A255021,WBA,BMW,X3,2020,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1232LV047772,AAV,Volkswagen,Touran,2020,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW565HM160924,ABM,BMW,X5,2017,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB3KB382860,AHT,Toyota,Corolla,2019,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLF8K145570,1FA,Ford,F-150,2015,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12CXM209755,WBA,BMW,X3,2012,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW564NB314384,ABM,BMW,3 Series,2022,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1234SC040829,KMH,Hyundai,i30,2025,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB4JC872960,AHT,Toyota,Corolla,2018,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW569NW902564,ABM,BMW,3 Series,2022,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CBXFB940516,AHT,Toyota,Corolla,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1230DV988008,AAV,Volkswagen,Touran,2013,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4566DB298068,1HG,Honda,CR-V,2013,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB4PB972423,AHT,Toyota,Corolla,2023,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4569BD531187,KMH,Hyundai,i30,2011,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE6PG659939,AFA,Ford,Focus,2023,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40F56157030,JTD,Toyota,RAV4,2015,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678906MG259361,AFA,Ford,Focus,2021,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB0MB781014,AHT,Toyota,Fortuner,2021,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHKU4563MC845958,KMH,Hyundai,Santa Fe,2021,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1H8U7K3D156645,WA1,Audi,Q5,2019,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4569GV785324,AAV,Volkswagen,Polo,2016,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125DC955468,1HG,Honda,Civic,2013,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4562JW746480,AAV,Volkswagen,Polo,2018,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW78XHW742858,ABM,BMW,X5,2017,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34B5A735109,WBA,BMW,X5,2011,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDLX51F90872561,JTD,Toyota,Camry,2015,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0122KA717814,1HG,Honda,Civic,2019,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE0CG968820,AFA,Ford,Focus,2012,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91R5A010186,WBA,BMW,318i,2024,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4569TV094255,AAV,Volkswagen,Touran,2026,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA18R55N7F397911,WA1,Audi,Q5,2022,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91N9A598344,WBA,BMW,X3,2022,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91E2A137295,WBA,BMW,320i,2014,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC8BX376138,AAV,Volkswagen,Polo,2011,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD456XBC952612,1HG,Honda,CR-V,2011,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB7KD639067,AHT,Toyota,Yaris,2019,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB0BD191591,AHT,Toyota,Fortuner,2011,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW565KM383374,ABM,BMW,5 Series,2019,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC3NV954100,AAV,Volkswagen,Touran,2022,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THJ9N069160,1FA,Ford,Escape,2018,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125MD215624,1HG,Honda,CR-V,2021,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW121GW071471,ABM,BMW,X5,2016,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMM5N571272,1FA,Ford,Mustang,2021,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32T11660575,JTD,Toyota,Yaris,2026,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34N0A852572,WBA,BMW,X5,2022,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THCXM167378,1FA,Ford,Escape,2012,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGAB1234DB224069,1HG,Honda,HR-V,2013,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7894EX633234,AAV,Volkswagen,Touran,2014,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB6TC703801,AHT,Toyota,Fortuner,2026,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW786SM965479,ABM,BMW,X3,2025,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW127DM938993,ABM,BMW,3 Series,2013,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB2DD011805,AHT,Toyota,Fortuner,2013,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4562HX151908,AAV,Volkswagen,Golf,2017,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4564KC108825,1HG,Honda,Civic,2019,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLE5M965851,1FA,Ford,Mustang,2014,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12G9K674108,WBA,BMW,X5,2016,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAJ1RMB9F847194,1FA,Ford,Explorer,2011,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE8RH181939,AFA,Ford,Everest,2024,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFA678908TF413153,AFA,Ford,Ranger,2026,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12D1M774349,WBA,BMW,318i,2013,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD456XBB842648,1HG,Honda,CR-V,2011,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLT1M042160,1FA,Ford,Explorer,2026,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0120FA925156,KMH,Hyundai,Santa Fe,2015,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1238MB904662,KMH,Hyundai,i30,2021,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6S8E730510,WA1,Audi,Q5,2025,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW1235EV471403,AAV,Volkswagen,Tiguan,2014,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAUX12J0A213943,WBA,BMW,318i,2018,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34J6N921775,WA1,Audi,A4,2018,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC1MX942062,AAV,Volkswagen,Touran,2021,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAB3GKB0K020859,1FA,Ford,Explorer,2011,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51E8K473514,WBA,BMW,318i,2014,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBA8A91N4K623030,WBA,BMW,320i,2022,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THB0M574259,1FA,Ford,Mustang,2011,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7895KC200083,1HG,Honda,HR-V,2019,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB7PD622051,AHT,Toyota,Corolla,2023,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34F5M605453,WBA,BMW,318i,2015,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW568DM530631,ABM,BMW,3 Series,2013,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB4ED298467,AHT,Toyota,Corolla,2014,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1230SC123609,KMH,Hyundai,Tucson,2025,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6CB3SC474321,AHT,Toyota,Hilux,2025,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34K1F714456,WBA,BMW,X5,2019,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0127GD909388,KMH,Hyundai,Sonata,2016,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GBXFB293965,AHT,Toyota,Fortuner,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGEF7890AA551655,1HG,Honda,Accord,2010,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE6RH693862,AFA,Ford,Fiesta,2024,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62G90160797,JTD,Toyota,Yaris,2016,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAEV51C2A540918,WBA,BMW,X5,2012,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0128JB855818,1HG,Honda,Civic,2018,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVWABC1TW155634,AAV,Volkswagen,Golf,2026,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7892HX202055,AAV,Volkswagen,Golf,2017,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDKU40T71503982,JTD,Toyota,Corolla,2026,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WBAVW34A1F668666,WBA,BMW,X5,2010,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6A4E562531,WA1,Audi,Q3,2010,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4569MV179047,AAV,Volkswagen,Touran,2021,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGCD4566HD828548,1HG,Honda,Accord,2017,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW7896GV294801,AAV,Volkswagen,Golf,2016,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0125AC381045,1HG,Honda,CR-V,2010,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW781LM675197,ABM,BMW,X5,2020,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB8JB506826,AHT,Toyota,Fortuner,2018,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J9AH352918,AFA,Ford,Everest,2010,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6FB4AC237928,AHT,Toyota,Corolla,2010,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHMZ0129EA911402,KMH,Hyundai,Tucson,2014,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLBXN453453,1FA,Ford,Escape,2011,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAP8THB1M104863,1FA,Ford,Escape,2011,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB2SC786415,AHT,Toyota,Hilux,2025,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDBR32P65087659,JTD,Toyota,Corolla,2023,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW562CM673346,ABM,BMW,3 Series,2012,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34F4D510456,WA1,Audi,A6,2015,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW123XKW666323,AAV,Volkswagen,Polo,2019,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6S5E644192,WA1,Audi,Q3,2025,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6GB7FB392484,AHT,Toyota,Yaris,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62F11566211,JTD,Toyota,RAV4,2015,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
KMHHY1239NA425237,KMH,Hyundai,i30,2022,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AHTEB6DB5PC508703,AHT,Toyota,Corolla,2023,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AAVVW4563PV460815,AAV,Volkswagen,Touran,2023,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1HGGH0126GB640446,1HG,Honda,Accord,2016,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW789SW518777,ABM,BMW,X5,2025,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J8BG550302,AFA,Ford,Focus,2011,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
JTDMY62C41772573,JTD,Toyota,Camry,2012,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1G7T6K3N728790,WA1,Audi,A6,2019,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
1FAK2SLJ3M344985,1FA,Ford,Explorer,2018,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDEXLG902775,AFA,Ford,Ranger,2020,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34L3E414032,WA1,Audi,A4,2020,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
ABMBMW345JW256242,ABM,BMW,X3,2018,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAABCDE5GH359240,AFA,Ford,Fiesta,2016,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
WA1DF34G8F146604,WA1,Audi,Q5,2016,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
AFAFGH1J5FF821084,AFA,Ford,Fiesta,2015,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:31,SYNTHETIC,75
